Year,LEA,LEA Name,School,School Name,Grade Span,Summary Group Title,Indicator Name,Measure Name,Subject Title,Measure Possible Points,Measure Earned Points,Measure Result,Create Date
2022,4,Calvert,317,Windy Hill Elementary,E,All Students,Academic Achievement,Average Performance Level,English/Language Arts,5,3.16525424,2.5,20230303
2022,4,Calvert,317,Windy Hill Elementary,E,All Students,Academic Progress,Percent Proficient,Science,5,1.47959184,29.6,20230303
2022,4,Calvert,317,Windy Hill Elementary,E,All Students,Academic Progress,Student Growth,Mathematics,12.5,11.4305,90.7,20230303
2022,4,Calvert,317,Windy Hill Elementary,E,All Students,Academic Progress,Student Growth,English/Language Arts,12.5,9.487,73.8,20230303
2022,4,Calvert,317,Windy Hill Elementary,E,All Students,Academic Progress,Credit for Well Rounded Curriculum,Not Applicable,5,5,100,20230303
2022,4,Calvert,317,Windy Hill Elementary,E,All Students,Progress in Achieving English Language Proficiency,English Learners Making Progress Towards Learning English,Not Applicable,10,8.33333333,83.3,20230303
2022,4,Calvert,317,Windy Hill Elementary,E,All Students,School Quality and Student Success,Students not Chronically Absent,Not Applicable,15,9,70.8,20230303
2022,4,Calvert,317,Windy Hill Elementary,E,All Students,School Quality and Student Success,School Survey - Student,Not Applicable,7,4.30041433,6.1,20230303
2022,4,Calvert,317,Windy Hill Elementary,E,All Students,School Quality and Student Success,School Survey - Educator,Not Applicable,3,1.65312314,5.5,20230303
2022,4,Calvert,317,Windy Hill Elementary,E,All Students,School Quality and Student Success,Access to Well Rounded Curriculum,Not Applicable,10,10,100,20230303
2022,4,Calvert,318,Windy Hill Middle,M,All Students,Academic Achievement,Percent Proficient,Mathematics,5,1.78035471,35.6,20230303
2022,4,Calvert,318,Windy Hill Middle,M,All Students,Academic Achievement,Percent Proficient,English/Language Arts,5,3.32201087,66.4,20230303
2022,4,Calvert,318,Windy Hill Middle,M,All Students,Academic Achievement,Average Performance Level,Mathematics,5,2.73021828,2.2,20230303
2022,4,Calvert,318,Windy Hill Middle,M,All Students,Academic Achievement,Average Performance Level,English/Language Arts,5,3.36956522,2.7,20230303
2022,4,Calvert,318,Windy Hill Middle,M,All Students,Academic Progress,Percent Proficient,Science,3.5,2.01717557,57.6,20230303
2022,4,Calvert,318,Windy Hill Middle,M,All Students,Academic Progress,Student Growth,Mathematics,12.5,12.017,95.8,20230303
2022,4,Calvert,318,Windy Hill Middle,M,All Students,Academic Progress,Student Growth,English/Language Arts,12.5,11.557,91.8,20230303
2022,4,Calvert,318,Windy Hill Middle,M,All Students,Academic Progress,Credit for Well Rounded Curriculum,Not Applicable,3,2.90909091,97,20230303
2022,4,Calvert,318,Windy Hill Middle,M,All Students,School Quality and Student Success,Students not Chronically Absent,Not Applicable,15,12,83,20230303
2022,4,Calvert,318,Windy Hill Middle,M,All Students,School Quality and Student Success,School Survey - Student,Not Applicable,7,3.14814868,4.5,20230303
2022,4,Calvert,318,Windy Hill Middle,M,All Students,School Quality and Student Success,School Survey - Educator,Not Applicable,3,1.29375664,4.3,20230303
2022,4,Calvert,318,Windy Hill Middle,M,All Students,School Quality and Student Success,Access to Well Rounded Curriculum,Not Applicable,10,8.86363636,88.6,20230303
2022,5,Caroline,201,Greensboro Elementary School,E,All Students,Academic Achievement,Percent Proficient,Mathematics,5,1.10481586,22.1,20230303
2022,5,Caroline,201,Greensboro Elementary School,E,All Students,Academic Achievement,Percent Proficient,English/Language Arts,5,1.88571429,37.7,20230303
2022,5,Caroline,201,Greensboro Elementary School,E,All Students,Academic Achievement,Average Performance Level,Mathematics,5,2.47167139,2,20230303
2022,5,Caroline,201,Greensboro Elementary School,E,All Students,Academic Achievement,Average Performance Level,English/Language Arts,5,2.79285714,2.2,20230303
2022,5,Caroline,201,Greensboro Elementary School,E,All Students,Academic Progress,Percent Proficient,Science,5,0.859375,17.2,20230303
2022,5,Caroline,201,Greensboro Elementary School,E,All Students,Academic Progress,Student Growth,Mathematics,12.5,9.855,77,20230303
2022,5,Caroline,201,Greensboro Elementary School,E,All Students,Academic Progress,Student Growth,English/Language Arts,12.5,7.5205,56.7,20230303
2022,5,Caroline,201,Greensboro Elementary School,E,All Students,Academic Progress,Credit for Well Rounded Curriculum,Not Applicable,5,4.76744186,95.3,20230303
2022,5,Caroline,201,Greensboro Elementary School,E,All Students,Progress in Achieving English Language Proficiency,English Learners Making Progress Towards Learning English,Not Applicable,10,7.1969697,72,20230303
2022,5,Caroline,201,Greensboro Elementary School,E,All Students,School Quality and Student Success,Students not Chronically Absent,Not Applicable,15,8,67.3,20230303
2022,5,Caroline,201,Greensboro Elementary School,E,All Students,School Quality and Student Success,School Survey - Student,Not Applicable,7,4.84569027,6.9,20230303
2022,5,Caroline,201,Greensboro Elementary School,E,All Students,School Quality and Student Success,School Survey - Educator,Not Applicable,3,2.41622157,8.1,20230303
2022,5,Caroline,201,Greensboro Elementary School,E,All Students,School Quality and Student Success,Access to Well Rounded Curriculum,Not Applicable,10,9.92248062,99.2,20230303
2022,5,Caroline,301,Denton Elementary School,E,All Students,Academic Achievement,Percent Proficient,Mathematics,5,1.51515152,30.3,20230303
2022,5,Caroline,301,Denton Elementary School,E,All Students,Academic Achievement,Percent Proficient,English/Language Arts,5,2.32954545,46.6,20230303
2022,5,Caroline,301,Denton Elementary School,E,All Students,Academic Achievement,Average Performance Level,Mathematics,5,2.58996212,2.1,20230303
2022,5,Caroline,301,Denton Elementary School,E,All Students,Academic Achievement,Average Performance Level,English/Language Arts,5,2.96875,2.4,20230303
2022,5,Caroline,301,Denton Elementary School,E,All Students,Academic Progress,Percent Proficient,Science,5,1.62790698,32.6,20230303
2022,5,Caroline,301,Denton Elementary School,E,All Students,Academic Progress,Student Growth,Mathematics,12.5,9.533,74.2,20230303
2022,5,Caroline,301,Denton Elementary School,E,All Students,Academic Progress,Student Growth,English/Language Arts,12.5,7.762,58.8,20230303
2022,5,Caroline,301,Denton Elementary School,E,All Students,Academic Progress,Credit for Well Rounded Curriculum,Not Applicable,5,4.77011494,95.4,20230303
2022,5,Caroline,301,Denton Elementary School,E,All Students,School Quality and Student Success,Students not Chronically Absent,Not Applicable,15,6,61.2,20230303
2022,5,Caroline,301,Denton Elementary School,E,All Students,School Quality and Student Success,School Survey - Student,Not Applicable,7,4.54959626,6.5,20230303
2022,5,Caroline,301,Denton Elementary School,E,All Students,School Quality and Student Success,School Survey - Educator,Not Applicable,3,1.7817927,5.9,20230303
2022,5,Caroline,301,Denton Elementary School,E,All Students,School Quality and Student Success,Access to Well Rounded Curriculum,Not Applicable,10,10,100,20230303
2022,5,Caroline,302,Lockerman Middle School,M,All Students,Academic Achievement,Percent Proficient,Mathematics,5,0.70921986,14.2,20230303
2022,5,Caroline,302,Lockerman Middle School,M,All Students,Academic Achievement,Percent Proficient,English/Language Arts,5,1.83431953,36.7,20230303
2022,5,Caroline,302,Lockerman Middle School,M,All Students,Academic Achievement,Average Performance Level,Mathematics,5,2.23256501,1.8,20230303
2022,5,Caroline,302,Lockerman Middle School,M,All Students,Academic Achievement,Average Performance Level,English/Language Arts,5,2.82248521,2.3,20230303
2022,5,Caroline,302,Lockerman Middle School,M,All Students,Academic Progress,Percent Proficient,Science,3.5,1.1589404,33.1,20230303
2022,5,Caroline,302,Lockerman Middle School,M,All Students,Academic Progress,Student Growth,Mathematics,12.5,9.7745,76.3,20230303
2022,5,Caroline,302,Lockerman Middle School,M,All Students,Academic Progress,Student Growth,English/Language Arts,12.5,8.406,64.4,20230303
2022,5,Caroline,302,Lockerman Middle School,M,All Students,Academic Progress,Credit for Well Rounded Curriculum,Not Applicable,3,2.5,83.3,20230303
2022,5,Caroline,302,Lockerman Middle School,M,All Students,Progress in Achieving English Language Proficiency,English Learners Making Progress Towards Learning English,Not Applicable,10,2,20,20230303
2022,5,Caroline,302,Lockerman Middle School,M,All Students,School Quality and Student Success,Students not Chronically Absent,Not Applicable,15,4,53.8,20230303
2022,5,Caroline,302,Lockerman Middle School,M,All Students,School Quality and Student Success,School Survey - Student,Not Applicable,7,2.42262235,3.5,20230303
2022,5,Caroline,302,Lockerman Middle School,M,All Students,School Quality and Student Success,School Survey - Educator,Not Applicable,3,1.14205624,3.8,20230303
2022,5,Caroline,302,Lockerman Middle School,M,All Students,School Quality and Student Success,Access to Well Rounded Curriculum,Not Applicable,10,9.6474359,96.5,20230303
2022,5,Caroline,401,Preston Elementary School,E,All Students,Academic Achievement,Percent Proficient,Mathematics,5,1.37362637,27.5,20230303
2022,5,Caroline,401,Preston Elementary School,E,All Students,Academic Achievement,Percent Proficient,English/Language Arts,5,2.96703297,59.3,20230303
2022,5,Caroline,401,Preston Elementary School,E,All Students,Academic Achievement,Average Performance Level,Mathematics,5,2.59615385,2.1,20230303
2022,5,Caroline,401,Preston Elementary School,E,All Students,Academic Achievement,Average Performance Level,English/Language Arts,5,3.17307692,2.5,20230303
2022,5,Caroline,401,Preston Elementary School,E,All Students,Academic Progress,Percent Proficient,Science,5,1.89655172,37.9,20230303
2022,5,Caroline,401,Preston Elementary School,E,All Students,Academic Progress,Student Growth,Mathematics,12.5,7.6355,57.7,20230303
2022,5,Caroline,401,Preston Elementary School,E,All Students,Academic Progress,Student Growth,English/Language Arts,12.5,10.545,83,20230303
2022,5,Caroline,401,Preston Elementary School,E,All Students,Academic Progress,Credit for Well Rounded Curriculum,Not Applicable,5,5,100,20230303
2022,5,Caroline,401,Preston Elementary School,E,All Students,Progress in Achieving English Language Proficiency,English Learners Making Progress Towards Learning English,Not Applicable,10,7.27272727,72.7,20230303
2022,5,Caroline,401,Preston Elementary School,E,All Students,School Quality and Student Success,Students not Chronically Absent,Not Applicable,15,7.5,66.2,20230303
2022,5,Caroline,401,Preston Elementary School,E,All Students,School Quality and Student Success,School Survey - Student,Not Applicable,7,4.50713727,6.4,20230303
2022,5,Caroline,401,Preston Elementary School,E,All Students,School Quality and Student Success,School Survey - Educator,Not Applicable,3,1.91956188,6.4,20230303
2022,5,Caroline,401,Preston Elementary School,E,All Students,School Quality and Student Success,Access to Well Rounded Curriculum,Not Applicable,10,10,100,20230303
2022,5,Caroline,501,Federalsburg Elementary School,E,All Students,Academic Achievement,Percent Proficient,Mathematics,5,1.06707317,21.3,20230303
2022,5,Caroline,501,Federalsburg Elementary School,E,All Students,Academic Achievement,Percent Proficient,English/Language Arts,5,1.76829268,35.4,20230303
2022,5,Caroline,501,Federalsburg Elementary School,E,All Students,Academic Achievement,Average Performance Level,Mathematics,5,2.46189024,2,20230303
2022,5,Caroline,501,Federalsburg Elementary School,E,All Students,Academic Achievement,Average Performance Level,English/Language Arts,5,2.7972561,2.2,20230303
2022,5,Caroline,501,Federalsburg Elementary School,E,All Students,Academic Progress,Percent Proficient,Science,5,1.76470588,35.3,20230303
2022,5,Caroline,501,Federalsburg Elementary School,E,All Students,Academic Progress,Student Growth,Mathematics,12.5,6.1635,44.9,20230303
2022,5,Caroline,501,Federalsburg Elementary School,E,All Students,Academic Progress,Student Growth,English/Language Arts,12.5,6.6005,48.7,20230303
2022,5,Caroline,501,Federalsburg Elementary School,E,All Students,Academic Progress,Credit for Well Rounded Curriculum,Not Applicable,5,4.90196078,98,20230303
2022,5,Caroline,501,Federalsburg Elementary School,E,All Students,Progress in Achieving English Language Proficiency,English Learners Making Progress Towards Learning English,Not Applicable,10,7.5,75,20230303
2022,5,Caroline,501,Federalsburg Elementary School,E,All Students,School Quality and Student Success,Students not Chronically Absent,Not Applicable,15,4,54.4,20230303
2022,5,Caroline,501,Federalsburg Elementary School,E,All Students,School Quality and Student Success,School Survey - Student,Not Applicable,7,4.06585478,5.8,20230303
2022,5,Caroline,501,Federalsburg Elementary School,E,All Students,School Quality and Student Success,School Survey - Educator,Not Applicable,3,1.17563078,3.9,20230303
2022,5,Caroline,501,Federalsburg Elementary School,E,All Students,School Quality and Student Success,Access to Well Rounded Curriculum,Not Applicable,10,10,100,20230303
2022,5,Caroline,701,Ridgely Elementary School,E,All Students,Academic Achievement,Percent Proficient,Mathematics,5,1.06145251,21.2,20230303
2022,5,Caroline,701,Ridgely Elementary School,E,All Students,Academic Achievement,Percent Proficient,English/Language Arts,5,2.2752809,45.5,20230303
2022,5,Caroline,701,Ridgely Elementary School,E,All Students,Academic Achievement,Average Performance Level,Mathematics,5,2.47206704,2,20230303
2022,5,Caroline,701,Ridgely Elementary School,E,All Students,Academic Achievement,Average Performance Level,English/Language Arts,5,2.95646067,2.4,20230303
2022,5,Caroline,701,Ridgely Elementary School,E,All Students,Academic Progress,Percent Proficient,Science,5,1.2295082,24.6,20230303
2022,5,Caroline,701,Ridgely Elementary School,E,All Students,Academic Progress,Student Growth,Mathematics,12.5,7.026,52.4,20230303
2022,5,Caroline,701,Ridgely Elementary School,E,All Students,Academic Progress,Student Growth,English/Language Arts,12.5,8.8545,68.3,20230303
2022,5,Caroline,701,Ridgely Elementary School,E,All Students,Academic Progress,Credit for Well Rounded Curriculum,Not Applicable,5,4.83606557,96.7,20230303
2022,5,Caroline,701,Ridgely Elementary School,E,All Students,School Quality and Student Success,Students not Chronically Absent,Not Applicable,15,3.5,51.8,20230303
2022,5,Caroline,701,Ridgely Elementary School,E,All Students,School Quality and Student Success,School Survey - Student,Not Applicable,7,4.29816087,6.1,20230303
2022,5,Caroline,701,Ridgely Elementary School,E,All Students,School Quality and Student Success,School Survey - Educator,Not Applicable,3,1.56862783,5.2,20230303
2022,5,Caroline,701,Ridgely Elementary School,E,All Students,School Quality and Student Success,Access to Well Rounded Curriculum,Not Applicable,10,10,100,20230303
2022,5,Caroline,703,North Caroline High School,H,All Students,Academic Achievement,Percent Proficient,Mathematics,7.5,1.68432203,22.5,20230303
2022,5,Caroline,703,North Caroline High School,H,All Students,Academic Achievement,Percent Proficient,English/Language Arts,7.5,3.41772152,45.6,20230303
2022,5,Caroline,703,North Caroline High School,H,All Students,Academic Achievement,Average Performance Level,Mathematics,7.5,3.16304348,1.7,20230303
2022,5,Caroline,703,North Caroline High School,H,All Students,Academic Achievement,Average Performance Level,English/Language Arts,7.5,4.77848101,2.5,20230303
2022,5,Caroline,703,North Caroline High School,H,All Students,Graduation Rate,Four-year Adjusted Cohort Graduation Rate,Not Applicable,10,8.92086331,89.2,20230303
2022,5,Caroline,703,North Caroline High School,H,All Students,Graduation Rate,Five-year Adjusted Cohort Graduation Rate,Not Applicable,5,4.51438849,90.3,20230303
2022,5,Caroline,703,North Caroline High School,H,All Students,Progress in Achieving English Language Proficiency,English Learners Making Progress Towards Learning English,Not Applicable,10,1.96428571,19.6,20230303
2022,5,Caroline,703,North Caroline High School,H,All Students,School Quality and Student Success,Students not Chronically Absent,Not Applicable,15,2.5,47.7,20230303
2022,5,Caroline,703,North Caroline High School,H,All Students,School Quality and Student Success,School Survey - Student,Not Applicable,7,1.79985936,2.6,20230303
2022,5,Caroline,703,North Caroline High School,H,All Students,School Quality and Student Success,School Survey - Educator,Not Applicable,3,1.35746291,4.5,20230303
2022,5,Caroline,703,North Caroline High School,H,All Students,School Quality and Student Success,Access to Well Rounded Curriculum,Not Applicable,10,8.67768595,86.8,20230303
2022,5,Caroline,703,North Caroline High School,H,All Students,Readiness for Post-Secondary Success,Credit for Well Rounded Curriculum,Not Applicable,5,4.5,93.8,20230303
2022,5,Caroline,703,North Caroline High School,H,All Students,Readiness for Post-Secondary Success,On Track in Ninth Grade for Graduation,Not Applicable,5,3.82697947,76.5,20230303
2022,5,Caroline,801,Colonel Richardson High School,H,All Students,Academic Achievement,Percent Proficient,Mathematics,7.5,1.5,20,20230303
2022,5,Caroline,801,Colonel Richardson High School,H,All Students,Academic Achievement,Percent Proficient,English/Language Arts,7.5,3.75,50,20230303
2022,5,Caroline,801,Colonel Richardson High School,H,All Students,Academic Achievement,Average Performance Level,Mathematics,7.5,2.63671875,1.4,20230303
2022,5,Caroline,801,Colonel Richardson High School,H,All Students,Academic Achievement,Average Performance Level,English/Language Arts,7.5,4.85625,2.6,20230303
2022,5,Caroline,801,Colonel Richardson High School,H,All Students,Graduation Rate,Four-year Adjusted Cohort Graduation Rate,Not Applicable,10,9.09090909,90.9,20230303
2022,5,Caroline,801,Colonel Richardson High School,H,All Students,Graduation Rate,Five-year Adjusted Cohort Graduation Rate,Not Applicable,5,4.62121212,92.4,20230303
2022,5,Caroline,801,Colonel Richardson High School,H,All Students,Progress in Achieving English Language Proficiency,English Learners Making Progress Towards Learning English,Not Applicable,10,2.08333333,20.8,20230303
2022,5,Caroline,801,Colonel Richardson High School,H,All Students,School Quality and Student Success,Students not Chronically Absent,Not Applicable,15,4.5,56,20230303
2022,5,Caroline,801,Colonel Richardson High School,H,All Students,School Quality and Student Success,School Survey - Student,Not Applicable,7,2.36749358,3.4,20230303
2022,5,Caroline,801,Colonel Richardson High School,H,All Students,School Quality and Student Success,School Survey - Educator,Not Applicable,3,2.19659881,7.3,20230303
2022,5,Caroline,801,Colonel Richardson High School,H,All Students,School Quality and Student Success,Access to Well Rounded Curriculum,Not Applicable,10,8.31775701,83.2,20230303
2022,5,Caroline,801,Colonel Richardson High School,H,All Students,Readiness for Post-Secondary Success,Credit for Well Rounded Curriculum,Not Applicable,5,5,98.1,20230303
2022,5,Caroline,801,Colonel Richardson High School,H,All Students,Readiness for Post-Secondary Success,On Track in Ninth Grade for Graduation,Not Applicable,5,4.44827586,89,20230303
2022,5,Caroline,802,Colonel Richardson Middle School,M,All Students,Academic Achievement,Percent Proficient,Mathematics,5,0.65088757,13,20230303
2022,5,Caroline,802,Colonel Richardson Middle School,M,All Students,Academic Achievement,Percent Proficient,English/Language Arts,5,1.87315634,37.5,20230303
2022,5,Caroline,802,Colonel Richardson Middle School,M,All Students,Academic Achievement,Average Performance Level,Mathematics,5,2.19304734,1.8,20230303
2022,5,Caroline,802,Colonel Richardson Middle School,M,All Students,Academic Achievement,Average Performance Level,English/Language Arts,5,2.84292035,2.3,20230303
2022,5,Caroline,802,Colonel Richardson Middle School,M,All Students,Academic Progress,Percent Proficient,Science,3.5,1.04435484,29.8,20230303
2022,5,Caroline,802,Colonel Richardson Middle School,M,All Students,Academic Progress,Student Growth,Mathematics,12.5,9.9815,78.1,20230303
2022,5,Caroline,802,Colonel Richardson Middle School,M,All Students,Academic Progress,Student Growth,English/Language Arts,12.5,8.337,63.8,20230303
2022,5,Caroline,802,Colonel Richardson Middle School,M,All Students,Academic Progress,Credit for Well Rounded Curriculum,Not Applicable,3,2.63709677,87.9,20230303
2022,5,Caroline,802,Colonel Richardson Middle School,M,All Students,Progress in Achieving English Language Proficiency,English Learners Making Progress Towards Learning English,Not Applicable,10,1.25,12.5,20230303
2022,5,Caroline,802,Colonel Richardson Middle School,M,All Students,School Quality and Student Success,Students not Chronically Absent,Not Applicable,15,4.5,56.1,20230303
2022,5,Caroline,802,Colonel Richardson Middle School,M,All Students,School Quality and Student Success,School Survey - Student,Not Applicable,7,2.90232027,4.1,20230303
2022,5,Caroline,802,Colonel Richardson Middle School,M,All Students,School Quality and Student Success,School Survey - Educator,Not Applicable,3,1.30009117,4.3,20230303
2022,5,Caroline,802,Colonel Richardson Middle School,M,All Students,School Quality and Student Success,Access to Well Rounded Curriculum,Not Applicable,10,9.35483871,93.5,20230303
2022,6,Carroll,103,Taneytown Elementary,E,All Students,Academic Achievement,Percent Proficient,Mathematics,5,1.63101604,32.6,20230303
2022,6,Carroll,103,Taneytown Elementary,E,All Students,Academic Achievement,Percent Proficient,English/Language Arts,5,2.37967914,47.6,20230303
2022,6,Carroll,103,Taneytown Elementary,E,All Students,Academic Achievement,Average Performance Level,Mathematics,5,2.76737968,2.2,20230303
2022,6,Carroll,103,Taneytown Elementary,E,All Students,Academic Achievement,Average Performance Level,English/Language Arts,5,3.07486631,2.5,20230303
2022,6,Carroll,103,Taneytown Elementary,E,All Students,Academic Progress,Percent Proficient,Science,5,1.14754098,23,20230303
2022,6,Carroll,103,Taneytown Elementary,E,All Students,Academic Progress,Student Growth,Mathematics,12.5,8.9925,69.5,20230303
2022,6,Carroll,103,Taneytown Elementary,E,All Students,Academic Progress,Student Growth,English/Language Arts,12.5,8.4405,64.7,20230303
2022,6,Carroll,103,Taneytown Elementary,E,All Students,Academic Progress,Credit for Well Rounded Curriculum,Not Applicable,5,5,100,20230303
2022,6,Carroll,103,Taneytown Elementary,E,All Students,School Quality and Student Success,Students not Chronically Absent,Not Applicable,15,7,64.6,20230303
2022,6,Carroll,103,Taneytown Elementary,E,All Students,School Quality and Student Success,School Survey - Student,Not Applicable,7,4.4721254,6.4,20230303
2022,6,Carroll,103,Taneytown Elementary,E,All Students,School Quality and Student Success,School Survey - Educator,Not Applicable,3,1.98558565,6.6,20230303
2022,6,Carroll,103,Taneytown Elementary,E,All Students,School Quality and Student Success,Access to Well Rounded Curriculum,Not Applicable,10,10,100,20230303
2022,6,Carroll,105,Northwest Middle,M,All Students,Academic Achievement,Percent Proficient,Mathematics,5,0.80919932,16.2,20230303
2022,6,Carroll,105,Northwest Middle,M,All Students,Academic Achievement,Percent Proficient,English/Language Arts,5,2.09540034,41.9,20230303
2022,6,Carroll,105,Northwest Middle,M,All Students,Academic Achievement,Average Performance Level,Mathematics,5,2.31899489,1.9,20230303
2022,6,Carroll,105,Northwest Middle,M,All Students,Academic Achievement,Average Performance Level,English/Language Arts,5,2.95357751,2.4,20230303
2022,6,Carroll,105,Northwest Middle,M,All Students,Academic Progress,Percent Proficient,Science,3.5,1.25245098,35.8,20230303
2022,6,Carroll,105,Northwest Middle,M,All Students,Academic Progress,Student Growth,Mathematics,12.5,9.05,70,20230303
2022,6,Carroll,105,Northwest Middle,M,All Students,Academic Progress,Student Growth,English/Language Arts,12.5,5.991,43.4,20230303
2022,6,Carroll,105,Northwest Middle,M,All Students,Academic Progress,Credit for Well Rounded Curriculum,Not Applicable,3,2.784689,92.8,20230303
2022,6,Carroll,105,Northwest Middle,M,All Students,School Quality and Student Success,Students not Chronically Absent,Not Applicable,15,6,60.2,20230303
2022,6,Carroll,105,Northwest Middle,M,All Students,School Quality and Student Success,School Survey - Student,Not Applicable,7,2.17266462,3.1,20230303
2022,6,Carroll,105,Northwest Middle,M,All Students,School Quality and Student Success,School Survey - Educator,Not Applicable,3,1.14205884,3.8,20230303
2022,6,Carroll,105,Northwest Middle,M,All Students,School Quality and Student Success,Access to Well Rounded Curriculum,Not Applicable,10,10,100,20230303
2022,6,Carroll,202,Francis Scott Key High,H,All Students,Academic Achievement,Percent Proficient,Mathematics,7.5,3.87096774,51.6,20230303
2022,6,Carroll,202,Francis Scott Key High,H,All Students,Academic Achievement,Percent Proficient,English/Language Arts,7.5,2.32044199,30.9,20230303
2022,6,Carroll,202,Francis Scott Key High,H,All Students,Academic Achievement,Average Performance Level,Mathematics,7.5,3.625,1.9,20230303
2022,6,Carroll,202,Francis Scott Key High,H,All Students,Academic Achievement,Average Performance Level,English/Language Arts,7.5,4.37154696,2.3,20230303
2022,6,Carroll,202,Francis Scott Key High,H,All Students,Graduation Rate,Four-year Adjusted Cohort Graduation Rate,Not Applicable,10,9.44186047,94.4,20230303
2022,6,Carroll,202,Francis Scott Key High,H,All Students,Graduation Rate,Five-year Adjusted Cohort Graduation Rate,Not Applicable,5,4.88095238,97.6,20230303
2022,6,Carroll,202,Francis Scott Key High,H,All Students,School Quality and Student Success,Students not Chronically Absent,Not Applicable,15,5.5,59.4,20230303
2022,6,Carroll,202,Francis Scott Key High,H,All Students,School Quality and Student Success,School Survey - Student,Not Applicable,7,2.11866153,3,20230303
2022,6,Carroll,202,Francis Scott Key High,H,All Students,School Quality and Student Success,School Survey - Educator,Not Applicable,3,1.87677414,6.3,20230303
2022,6,Carroll,202,Francis Scott Key High,H,All Students,School Quality and Student Success,Access to Well Rounded Curriculum,Not Applicable,10,7.63546798,76.4,20230303
2022,6,Carroll,202,Francis Scott Key High,H,All Students,Readiness for Post-Secondary Success,Credit for Well Rounded Curriculum,Not Applicable,5,1.5,64,20230303
2022,6,Carroll,202,Francis Scott Key High,H,All Students,Readiness for Post-Secondary Success,On Track in Ninth Grade for Graduation,Not Applicable,5,4.20962199,84.2,20230303
2022,6,Carroll,204,Runnymede Elementary,E,All Students,Academic Achievement,Percent Proficient,Mathematics,5,2.21789883,44.4,20230303
2022,6,Carroll,204,Runnymede Elementary,E,All Students,Academic Achievement,Percent Proficient,English/Language Arts,5,2.37354086,47.5,20230303
2022,6,Carroll,204,Runnymede Elementary,E,All Students,Academic Achievement,Average Performance Level,Mathematics,5,2.98151751,2.4,20230303
2022,6,Carroll,204,Runnymede Elementary,E,All Students,Academic Achievement,Average Performance Level,English/Language Arts,5,3.02042802,2.4,20230303
2022,6,Carroll,204,Runnymede Elementary,E,All Students,Academic Progress,Percent Proficient,Science,5,1.94736842,38.9,20230303
2022,6,Carroll,204,Runnymede Elementary,E,All Students,Academic Progress,Student Growth,Mathematics,12.5,10.016,78.4,20230303
2022,6,Carroll,204,Runnymede Elementary,E,All Students,Academic Progress,Student Growth,English/Language Arts,12.5,7.0605,52.7,20230303
2022,6,Carroll,204,Runnymede Elementary,E,All Students,Academic Progress,Credit for Well Rounded Curriculum,Not Applicable,5,5,100,20230303
2022,6,Carroll,204,Runnymede Elementary,E,All Students,School Quality and Student Success,Students not Chronically Absent,Not Applicable,15,10,74.6,20230303
2022,6,Carroll,204,Runnymede Elementary,E,All Students,School Quality and Student Success,School Survey - Student,Not Applicable,7,4.04108386,5.8,20230303
2022,6,Carroll,204,Runnymede Elementary,E,All Students,School Quality and Student Success,School Survey - Educator,Not Applicable,3,2.19370612,7.3,20230303
2022,6,Carroll,204,Runnymede Elementary,E,All Students,School Quality and Student Success,Access to Well Rounded Curriculum,Not Applicable,10,10,100,20230303
2022,6,Carroll,404,Sandymount Elementary,E,All Students,Academic Achievement,Percent Proficient,Mathematics,5,2.58695652,51.7,20230303
2022,6,Carroll,404,Sandymount Elementary,E,All Students,Academic Achievement,Percent Proficient,English/Language Arts,5,3.17391304,63.5,20230303
2022,6,Carroll,404,Sandymount Elementary,E,All Students,Academic Achievement,Average Performance Level,Mathematics,5,3.08152174,2.5,20230303
2022,6,Carroll,404,Sandymount Elementary,E,All Students,Academic Achievement,Average Performance Level,English/Language Arts,5,3.33695652,2.7,20230303
2022,6,Carroll,404,Sandymount Elementary,E,All Students,Academic Progress,Percent Proficient,Science,5,1.75675676,35.1,20230303
2022,6,Carroll,404,Sandymount Elementary,E,All Students,Academic Progress,Student Growth,Mathematics,12.5,9.1765,71.1,20230303
2022,6,Carroll,404,Sandymount Elementary,E,All Students,Academic Progress,Student Growth,English/Language Arts,12.5,9.1995,71.3,20230303
2022,6,Carroll,404,Sandymount Elementary,E,All Students,Academic Progress,Credit for Well Rounded Curriculum,Not Applicable,5,4.93421053,98.7,20230303
2022,6,Carroll,404,Sandymount Elementary,E,All Students,School Quality and Student Success,Students not Chronically Absent,Not Applicable,15,10,75.4,20230303
2022,6,Carroll,404,Sandymount Elementary,E,All Students,School Quality and Student Success,School Survey - Student,Not Applicable,7,4.20834268,6,20230303
2022,6,Carroll,404,Sandymount Elementary,E,All Students,School Quality and Student Success,School Survey - Educator,Not Applicable,3,1.80954727,6,20230303
2022,6,Carroll,404,Sandymount Elementary,E,All Students,School Quality and Student Success,Access to Well Rounded Curriculum,Not Applicable,10,10,100,20230303
2022,6,Carroll,406,Mechanicsville Elementary,E,All Students,Academic Achievement,Percent Proficient,Mathematics,5,3.00865801,60.2,20230303
2022,6,Carroll,406,Mechanicsville Elementary,E,All Students,Academic Achievement,Percent Proficient,English/Language Arts,5,3.65800866,73.2,20230303
2022,6,Carroll,406,Mechanicsville Elementary,E,All Students,Academic Achievement,Average Performance Level,Mathematics,5,3.26298701,2.6,20230303
